2018.07.09	00:00:00	0	1e-05	0	1e-05	1	0	96
2018.07.09	00:01:00	0.001	0.00101	0.001	0.00101	2	0	107
2018.07.09	00:03:00	0.002	0.00201	0.002	0.00201	2	0	73
2018.07.09	00:04:00	0.003	0.00301	0.003	0.00301	4	0	99
2018.07.09	00:05:00	0.004	0.00401	0.004	0.00401	18	0	64
2018.07.09	00:06:00	0.005	0.00501	0.005	0.00501	22	0	28
2018.07.09	00:07:00	0.006	0.00601	0.006	0.00601	25	0	1
2018.07.09	00:08:00	0.007	0.00701	0.007	0.00701	6	0	15
2018.07.09	00:09:00	0.008	0.00801	0.008	0.00801	3	0	17
2018.07.09	00:10:00	0.009	0.00901	0.009	0.00901	9	0	11
2018.07.09	00:11:00	0.01	0.01001	0.01	0.01001	4	0	22
2018.07.09	00:12:00	0.011	0.01101	0.011	0.01101	5	0	13
2018.07.09	00:13:00	0.012	0.01201	0.012	0.01201	35	0	11
2018.07.09	00:14:00	0.013	0.01301	0.013	0.01301	17	0	13
2018.07.09	00:15:00	0.014	0.01401	0.014	0.01401	10	0	12
2018.07.09	00:16:00	0.015	0.01501	0.015	0.01501	2	0	28
2018.07.09	00:17:00	0.016	0.01601	0.016	0.01601	28	0	21
2018.07.09	00:18:00	0.017	0.01701	0.017	0.01701	32	0	20
2018.07.09	00:19:00	0.018	0.01801	0.018	0.01801	5	0	23
2018.07.09	00:20:00	0.019	0.01901	0.019	0.01901	16	0	19
2018.07.09	00:21:00	0.02	0.02001	0.02	0.02001	28	0	18
2018.07.09	00:22:00	0.021	0.02101	0.021	0.02101	36	0	12
2018.07.09	00:23:00	0.022	0.02201	0.022	0.02201	46	0	3
2018.07.09	00:24:00	0.023	0.02301	0.023	0.02301	12	0	9
2018.07.09	00:25:00	0.024	0.02401	0.024	0.02401	51	0	8
2018.07.09	00:26:00	0.025	0.02501	0.025	0.02501	99	0	14
2018.07.09	00:27:00	0.026	0.02601	0.026	0.02601	677	0	6
2018.07.09	00:28:00	0.027	0.02701	0.027	0.02701	247	0	17
2018.07.09	00:29:00	0.028	0.02801	0.028	0.02801	125	0	18
2018.07.09	00:30:00	0.029	0.02901	0.029	0.02901	22	0	22
2018.07.09	00:31:00	0.03	0.03001	0.03	0.03001	11	0	21
2018.07.09	00:32:00	0.031	0.03101	0.031	0.03101	2	0	31
2018.07.09	00:33:00	0.032	0.03201	0.032	0.03201	10	0	29
2018.07.09	00:34:00	0.033	0.03301	0.033	0.03301	23	0	29
2018.07.09	00:35:00	0.034	0.03401	0.034	0.03401	21	0	27
2018.07.09	00:36:00	0.035	0.03501	0.035	0.03501	12	0	29
2018.07.09	00:37:00	0.036	0.03601	0.036	0.03601	2	0	30
2018.07.09	00:38:00	0.037	0.03701	0.037	0.03701	18	0	16
2018.07.09	00:39:00	0.038	0.03801	0.038	0.03801	45	0	8
2018.07.09	00:40:00	0.039	0.03901	0.039	0.03901	20	0	8
2018.07.09	00:41:00	0.04	0.04001	0.04	0.04001	48	0	8
2018.07.09	00:42:00	0.041	0.04101	0.041	0.04101	11	0	20
2018.07.09	00:43:00	0.042	0.04201	0.042	0.04201	14	0	20
2018.07.09	00:44:00	0.043	0.04301	0.043	0.04301	96	0	11
2018.07.09	00:45:00	0.044	0.04401	0.044	0.04401	38	0	11
2018.07.09	00:46:00	0.045	0.04501	0.045	0.04501	117	0	9
2018.07.09	00:47:00	0.046	0.04601	0.046	0.04601	198	0	7
2018.07.09	00:48:00	0.047	0.04701	0.047	0.04701	103	0	10
2018.07.09	00:49:00	0.048	0.04801	0.048	0.04801	23	0	13
2018.07.09	00:50:00	0.049	0.04901	0.049	0.04901	1	0	22
2018.07.09	00:51:00	0.05	0.05001	0.05	0.05001	15	0	22
2018.07.09	00:52:00	0.051	0.05101	0.051	0.05101	22	0	18
2018.07.09	00:53:00	0.052	0.05201	0.052	0.05201	7	0	21
2018.07.09	00:54:00	0.053	0.05301	0.053	0.05301	3	0	22
2018.07.09	00:55:00	0.054	0.05401	0.054	0.05401	16	0	20
2018.07.09	00:56:00	0.055	0.05501	0.055	0.05501	54	0	20
2018.07.09	00:57:00	0.056	0.05601	0.056	0.05601	9	0	26
2018.07.09	00:58:00	0.057	0.05701	0.057	0.05701	8	0	27
2018.07.09	00:59:00	0.058	0.05801	0.058	0.05801	32	0	21
2018.07.09	01:00:00	0.059	0.05901	0.059	0.05901	238	0	8
2018.07.09	01:01:00	0.06	0.06001	0.06	0.06001	49	0	4
2018.07.09	01:02:00	0.061	0.06101	0.061	0.06101	13	0	13
2018.07.09	01:03:00	0.062	0.06201	0.062	0.06201	52	0	13
2018.07.09	01:04:00	0.063	0.06301	0.063	0.06301	7	0	17
2018.07.09	01:05:00	0.064	0.06401	0.064	0.06401	29	0	14
2018.07.09	01:06:00	0.065	0.06501	0.065	0.06501	40	0	7
2018.07.09	01:07:00	0.066	0.06601	0.066	0.06601	62	0	5
2018.07.09	01:08:00	0.067	0.06701	0.067	0.06701	67	0	9
2018.07.09	01:09:00	0.068	0.06801	0.068	0.06801	50	0	12
2018.07.09	01:10:00	0.069	0.06901	0.069	0.06901	61	0	12
2018.07.09	01:11:00	0.07	0.07001	0.07	0.07001	114	0	7
2018.07.09	01:12:00	0.071	0.07101	0.071	0.07101	70	0	10
2018.07.09	01:13:00	0.072	0.07201	0.072	0.07201	40	0	10
2018.07.09	01:14:00	0.073	0.07301	0.073	0.07301	47	0	12
2018.07.09	01:15:00	0.074	0.07401	0.074	0.07401	44	0	8
2018.07.09	01:16:00	0.075	0.07501	0.075	0.07501	43	0	1
2018.07.09	01:17:00	0.076	0.07601	0.076	0.07601	11	0	8
2018.07.09	01:18:00	0.077	0.07701	0.077	0.07701	46	0	9
2018.07.09	01:19:00	0.078	0.07801	0.078	0.07801	49	0	10
2018.07.09	01:20:00	0.079	0.07901	0.079	0.07901	17	0	7
2018.07.09	01:21:00	0.08	0.08001	0.08	0.08001	9	0	6
2018.07.09	01:22:00	0.081	0.08101	0.081	0.08101	30	0	7
